pbs_code,prescriber_code,prescriber_type,schedule_code
"9054M","N","Nurse Practitioners","4535"
"9055N","M","Medical Practitioners","4535"
"9055N","N","Nurse Practitioners","4535"
"9056P","M","Medical Practitioners","4535"
"9056P","N","Nurse Practitioners","4535"
"9057Q","M","Medical Practitioners","4535"
"9057Q","N","Nurse Practitioners","4535"
"9058R","M","Medical Practitioners","4535"
"9058R","N","Nurse Practitioners","4535"
"9058R","W","Midwives","4535"
"9064C","M","Medical Practitioners","4535"
"9065D","M","Medical Practitioners","4535"
"9066E","M","Medical Practitioners","4535"
"9070J","M","Medical Practitioners","4535"
"9070J","N","Nurse Practitioners","4535"
"9071K","M","Medical Practitioners","4535"
"9071K","N","Nurse Practitioners","4535"
"9072L","M","Medical Practitioners","4535"
"9072L","N","Nurse Practitioners","4535"
"9073M","M","Medical Practitioners","4535"
"9073M","N","Nurse Practitioners","4535"
"9077R","M","Medical Practitioners","4535"
"9078T","M","Medical Practitioners","4535"
"9079W","M","Medical Practitioners","4535"
"9079W","N","Nurse Practitioners","4535"
"9085E","M","Medical Practitioners","4535"
"9086F","M","Medical Practitioners","4535"
"9087G","M","Medical Practitioners","4535"
"9088H","M","Medical Practitioners","4535"
"9089J","M","Medical Practitioners","4535"
"9090K","M","Medical Practitioners","4535"
"9091L","M","Medical Practitioners","4535"
"9092M","M","Medical Practitioners","4535"
"9092M","N","Nurse Practitioners","4535"
"9093N","M","Medical Practitioners","4535"
"9093N","N","Nurse Practitioners","4535"
"9094P","M","Medical Practitioners","4535"
"9094P","N","Nurse Practitioners","4535"
"9095Q","M","Medical Practitioners","4535"
"9095Q","N","Nurse Practitioners","4535"
"9096R","M","Medical Practitioners","4535"
"9096R","N","Nurse Practitioners","4535"
"9099X","M","Medical Practitioners","4535"
"9100Y","M","Medical Practitioners","4535"
"9101B","M","Medical Practitioners","4535"
"9102C","M","Medical Practitioners","4535"
"9103D","M","Medical Practitioners","4535"
"9104E","M","Medical Practitioners","4535"
"9105F","M","Medical Practitioners","4535"
"9105F","N","Nurse Practitioners","4535"
"9105F","W","Midwives","4535"
"9106G","M","Medical Practitioners","4535"
"9106G","N","Nurse Practitioners","4535"
"9107H","M","Medical Practitioners","4535"
"9107H","N","Nurse Practitioners","4535"
"9108J","M","Medical Practitioners","4535"
"9108J","N","Nurse Practitioners","4535"
"9109K","M","Medical Practitioners","4535"
"9109K","N","Nurse Practitioners","4535"
"9110L","M","Medical Practitioners","4535"
"9110L","N","Nurse Practitioners","4535"
"9111M","M","Medical Practitioners","4535"
"9112N","M","Medical Practitioners","4535"
"9113P","M","Medical Practitioners","4535"
"9114Q","M","Medical Practitioners","4535"
"9115R","M","Medical Practitioners","4535"
"9116T","M","Medical Practitioners","4535"
"9120B","M","Medical Practitioners","4535"
"9120B","N","Nurse Practitioners","4535"
"9121C","M","Medical Practitioners","4535"
"9121C","N","Nurse Practitioners","4535"
"9122D","M","Medical Practitioners","4535"
"9122D","N","Nurse Practitioners","4535"
"9123E","M","Medical Practitioners","4535"
"9124F","M","Medical Practitioners","4535"
"9125G","M","Medical Practitioners","4535"
"9126H","M","Medical Practitioners","4535"
"9127J","M","Medical Practitioners","4535"
"9128K","M","Medical Practitioners","4535"
"9128K","N","Nurse Practitioners","4535"
"9129L","M","Medical Practitioners","4535"
"9129L","N","Nurse Practitioners","4535"
"9134R","M","Medical Practitioners","4535"
"9134R","N","Nurse Practitioners","4535"
"9135T","M","Medical Practitioners","4535"
"9135T","N","Nurse Practitioners","4535"
"9140C","M","Medical Practitioners","4535"
"9140C","N","Nurse Practitioners","4535"
"9141D","M","Medical Practitioners","4535"
"9141D","N","Nurse Practitioners","4535"
"9142E","M","Medical Practitioners","4535"
"9142E","N","Nurse Practitioners","4535"
"9143F","M","Medical Practitioners","4535"
"9143F","N","Nurse Practitioners","4535"
"9144G","M","Medical Practitioners","4535"
"9144G","N","Nurse Practitioners","4535"
"9145H","M","Medical Practitioners","4535"
"9145H","N","Nurse Practitioners","4535"
"9148L","M","Medical Practitioners","4535"
"9149M","M","Medical Practitioners","4535"
"9149M","N","Nurse Practitioners","4535"
"9149M","W","Midwives","4535"
"9150N","M","Medical Practitioners","4535"
"9150N","N","Nurse Practitioners","4535"
"9150N","W","Midwives","4535"
"9151P","M","Medical Practitioners","4535"
"9151P","N","Nurse Practitioners","4535"
"9152Q","M","Medical Practitioners","4535"
"9152Q","N","Nurse Practitioners","4535"
"9153R","M","Medical Practitioners","4535"
"9153R","N","Nurse Practitioners","4535"
"9155W","M","Medical Practitioners","4535"
"9155W","N","Nurse Practitioners","4535"
"9156X","M","Medical Practitioners","4535"
"9156X","N","Nurse Practitioners","4535"
"9157Y","M","Medical Practitioners","4535"
"9157Y","N","Nurse Practitioners","4535"
"9158B","M","Medical Practitioners","4535"
"9158B","N","Nurse Practitioners","4535"
"9159C","M","Medical Practitioners","4535"
"9159C","N","Nurse Practitioners","4535"
"9160D","M","Medical Practitioners","4535"
"9160D","N","Nurse Practitioners","4535"
"9161E","M","Medical Practitioners","4535"
"9161E","N","Nurse Practitioners","4535"
"9162F","M","Medical Practitioners","4535"
"9162F","N","Nurse Practitioners","4535"
"9165J","M","Medical Practitioners","4535"
"9165J","N","Nurse Practitioners","4535"
"9169N","M","Medical Practitioners","4535"
"9169N","N","Nurse Practitioners","4535"
"9171Q","M","Medical Practitioners","4535"
"9172R","M","Medical Practitioners","4535"
"9173T","M","Medical Practitioners","4535"
"9174W","M","Medical Practitioners","4535"
"9175X","M","Medical Practitioners","4535"
"9176Y","M","Medical Practitioners","4535"
"9177B","M","Medical Practitioners","4535"
"9178C","M","Medical Practitioners","4535"
"9179D","M","Medical Practitioners","4535"
"9180E","M","Medical Practitioners","4535"
"9180E","N","Nurse Practitioners","4535"
"9181F","M","Medical Practitioners","4535"
"9181F","N","Nurse Practitioners","4535"
"9182G","M","Medical Practitioners","4535"
"9182G","N","Nurse Practitioners","4535"
"9183H","M","Medical Practitioners","4535"
"9183H","N","Nurse Practitioners","4535"
"9184J","M","Medical Practitioners","4535"
"9188N","M","Medical Practitioners","4535"
"9189P","M","Medical Practitioners","4535"
"9190Q","M","Medical Practitioners","4535"
"9191R","M","Medical Practitioners","4535"
"9192T","M","Medical Practitioners","4535"
"9192T","N","Nurse Practitioners","4535"
"9202H","M","Medical Practitioners","4535"
"9202H","N","Nurse Practitioners","4535"
"9203J","M","Medical Practitioners","4535"
"9203J","N","Nurse Practitioners","4535"
"9204K","M","Medical Practitioners","4535"
"9204K","N","Nurse Practitioners","4535"
"9205L","M","Medical Practitioners","4535"
"9205L","N","Nurse Practitioners","4535"
"9206M","M","Medical Practitioners","4535"
"9206M","N","Nurse Practitioners","4535"
"9224L","M","Medical Practitioners","4535"
"9224L","N","Nurse Practitioners","4535"
"9287T","M","Medical Practitioners","4535"
"9287T","N","Nurse Practitioners","4535"
"9287T","W","Midwives","4535"
"9288W","M","Medical Practitioners","4535"
"9289X","M","Medical Practitioners","4535"
"9289X","N","Nurse Practitioners","4535"
"9290Y","M","Medical Practitioners","4535"
"9290Y","N","Nurse Practitioners","4535"
"9292C","M","Medical Practitioners","4535"
"9292C","N","Nurse Practitioners","4535"
"9293D","M","Medical Practitioners","4535"
"9293D","N","Nurse Practitioners","4535"
"9294E","M","Medical Practitioners","4535"
"9294E","N","Nurse Practitioners","4535"
"9295F","M","Medical Practitioners","4535"
"9295F","N","Nurse Practitioners","4535"
"9296G","M","Medical Practitioners","4535"
"9296G","N","Nurse Practitioners","4535"
"9302N","M","Medical Practitioners","4535"
"9302N","N","Nurse Practitioners","4535"
"9303P","M","Medical Practitioners","4535"
"9303P","N","Nurse Practitioners","4535"
"9304Q","M","Medical Practitioners","4535"
"9305R","M","Medical Practitioners","4535"
"9306T","M","Medical Practitioners","4535"
"9306T","N","Nurse Practitioners","4535"
"9309Y","M","Medical Practitioners","4535"
"9309Y","N","Nurse Practitioners","4535"
"9311C","M","Medical Practitioners","4535"
"9311C","N","Nurse Practitioners","4535"
"9312D","M","Medical Practitioners","4535"
"9312D","N","Nurse Practitioners","4535"
"9313E","M","Medical Practitioners","4535"
"9313E","N","Nurse Practitioners","4535"
"9314F","M","Medical Practitioners","4535"
"9314F","N","Nurse Practitioners","4535"
"9315G","M","Medical Practitioners","4535"
"9315G","N","Nurse Practitioners","4535"
"9316H","M","Medical Practitioners","4535"
"9316H","N","Nurse Practitioners","4535"
"9318K","M","Medical Practitioners","4535"
"9318K","N","Nurse Practitioners","4535"
"9319L","M","Medical Practitioners","4535"
"9319L","N","Nurse Practitioners","4535"
"9320M","M","Medical Practitioners","4535"
"9320M","N","Nurse Practitioners","4535"
"9321N","M","Medical Practitioners","4535"
"9321N","N","Nurse Practitioners","4535"
"9322P","M","Medical Practitioners","4535"
"9322P","N","Nurse Practitioners","4535"
"9323Q","M","Medical Practitioners","4535"
"9323Q","N","Nurse Practitioners","4535"
"9327X","M","Medical Practitioners","4535"
"9327X","N","Nurse Practitioners","4535"
"9328Y","M","Medical Practitioners","4535"
"9328Y","N","Nurse Practitioners","4535"
"9329B","M","Medical Practitioners","4535"
"9329B","N","Nurse Practitioners","4535"
"9331D","M","Medical Practitioners","4535"
"9331D","N","Nurse Practitioners","4535"
"9333F","M","Medical Practitioners","4535"
"9334G","M","Medical Practitioners","4535"
"9335H","M","Medical Practitioners","4535"
"9335H","N","Nurse Practitioners","4535"
"9336J","M","Medical Practitioners","4535"
"9337K","M","Medical Practitioners","4535"
"9337K","N","Nurse Practitioners","4535"
"9338L","M","Medical Practitioners","4535"
"9338L","N","Nurse Practitioners","4535"
"9339M","M","Medical Practitioners","4535"
"9339M","N","Nurse Practitioners","4535"
"9340N","M","Medical Practitioners","4535"
"9340N","N","Nurse Practitioners","4535"
"9342Q","M","Medical Practitioners","4535"
"9343R","M","Medical Practitioners","4535"
"9344T","M","Medical Practitioners","4535"
"9344T","N","Nurse Practitioners","4535"
"9345W","M","Medical Practitioners","4535"
"9345W","N","Nurse Practitioners","4535"
"9346X","M","Medical Practitioners","4535"
"9346X","N","Nurse Practitioners","4535"
"9347Y","M","Medical Practitioners","4535"
"9347Y","N","Nurse Practitioners","4535"
"9348B","M","Medical Practitioners","4535"
"9348B","N","Nurse Practitioners","4535"
"9349C","M","Medical Practitioners","4535"
"9349C","N","Nurse Practitioners","4535"
"9350D","M","Medical Practitioners","4535"
"9352F","M","Medical Practitioners","4535"
"9353G","M","Medical Practitioners","4535"
"9353G","N","Nurse Practitioners","4535"
"9354H","M","Medical Practitioners","4535"
"9354H","N","Nurse Practitioners","4535"
"9357L","M","Medical Practitioners","4535"
"9357L","N","Nurse Practitioners","4535"
"9361Q","M","Medical Practitioners","4535"
"9362R","M","Medical Practitioners","4535"
"9363T","M","Medical Practitioners","4535"
"9363T","N","Nurse Practitioners","4535"
"9364W","M","Medical Practitioners","4535"
"9364W","N","Nurse Practitioners","4535"
"9365X","M","Medical Practitioners","4535"
"9365X","N","Nurse Practitioners","4535"
"9366Y","M","Medical Practitioners","4535"
"9366Y","N","Nurse Practitioners","4535"
"9367B","M","Medical Practitioners","4535"
"9367B","N","Nurse Practitioners","4535"
"9368C","M","Medical Practitioners","4535"
"9368C","N","Nurse Practitioners","4535"
"9369D","M","Medical Practitioners","4535"
"9369D","N","Nurse Practitioners","4535"
"9370E","M","Medical Practitioners","4535"
"9370E","N","Nurse Practitioners","4535"
"9371F","M","Medical Practitioners","4535"
"9371F","N","Nurse Practitioners","4535"
"9372G","M","Medical Practitioners","4535"
"9372G","N","Nurse Practitioners","4535"
"9373H","M","Medical Practitioners","4535"
"9373H","N","Nurse Practitioners","4535"
"9374J","M","Medical Practitioners","4535"
"9374J","N","Nurse Practitioners","4535"
"9375K","M","Medical Practitioners","4535"
"9375K","N","Nurse Practitioners","4535"
"9376L","M","Medical Practitioners","4535"
"9376L","N","Nurse Practitioners","4535"
"9377M","M","Medical Practitioners","4535"
"9377M","N","Nurse Practitioners","4535"
"9378N","M","Medical Practitioners","4535"
"9379P","M","Medical Practitioners","4535"
"9380Q","M","Medical Practitioners","4535"
"9381R","M","Medical Practitioners","4535"
"9381R","N","Nurse Practitioners","4535"
"9384X","M","Medical Practitioners","4535"
"9384X","N","Nurse Practitioners","4535"
"9386B","M","Medical Practitioners","4535"
"9386B","N","Nurse Practitioners","4535"
"9387C","M","Medical Practitioners","4535"
"9387C","N","Nurse Practitioners","4535"
"9388D","M","Medical Practitioners","4535"
"9388D","N","Nurse Practitioners","4535"
"9389E","M","Medical Practitioners","4535"
"9389E","N","Nurse Practitioners","4535"
"9390F","M","Medical Practitioners","4535"
"9390F","N","Nurse Practitioners","4535"
"9391G","M","Medical Practitioners","4535"
"9391G","N","Nurse Practitioners","4535"
"9393J","M","Medical Practitioners","4535"
"9393J","N","Nurse Practitioners","4535"
"9394K","M","Medical Practitioners","4535"
"9394K","N","Nurse Practitioners","4535"
"9396M","M","Medical Practitioners","4535"
"9396M","N","Nurse Practitioners","4535"
"9397N","M","Medical Practitioners","4535"
"9397N","N","Nurse Practitioners","4535"
"9398P","M","Medical Practitioners","4535"
"9398P","N","Nurse Practitioners","4535"
"9399Q","M","Medical Practitioners","4535"
"9399Q","N","Nurse Practitioners","4535"
"9400R","M","Medical Practitioners","4535"
"9400R","N","Nurse Practitioners","4535"
"9403X","M","Medical Practitioners","4535"
"9403X","N","Nurse Practitioners","4535"
"9404Y","M","Medical Practitioners","4535"
"9404Y","N","Nurse Practitioners","4535"
"9405B","M","Medical Practitioners","4535"
"9405B","N","Nurse Practitioners","4535"
"9417P","M","Medical Practitioners","4535"
"9418Q","M","Medical Practitioners","4535"
"9419R","M","Medical Practitioners","4535"
"9420T","M","Medical Practitioners","4535"
"9421W","M","Medical Practitioners","4535"
"9422X","M","Medical Practitioners","4535"
"9423Y","M","Medical Practitioners","4535"
"9423Y","N","Nurse Practitioners","4535"
"9424B","M","Medical Practitioners","4535"
"9424B","N","Nurse Practitioners","4535"
"9425C","M","Medical Practitioners","4535"
"9426D","M","Medical Practitioners","4535"
"9427E","M","Medical Practitioners","4535"
"9428F","M","Medical Practitioners","4535"
"9429G","M","Medical Practitioners","4535"
"9431J","M","Medical Practitioners","4535"
"9432K","M","Medical Practitioners","4535"
"9432K","N","Nurse Practitioners","4535"
"9433L","M","Medical Practitioners","4535"
"9433L","N","Nurse Practitioners","4535"
"9434M","M","Medical Practitioners","4535"
"9434M","N","Nurse Practitioners","4535"
"9435N","M","Medical Practitioners","4535"
"9435N","N","Nurse Practitioners","4535"
"9435N","W","Midwives","4535"
"9436P","M","Medical Practitioners","4535"
"9436P","N","Nurse Practitioners","4535"
"9437Q","M","Medical Practitioners","4535"
"9437Q","N","Nurse Practitioners","4535"
"9439T","M","Medical Practitioners","4535"
"9439T","N","Nurse Practitioners","4535"
"9440W","M","Medical Practitioners","4535"
"9440W","N","Nurse Practitioners","4535"
"9441X","M","Medical Practitioners","4535"
"9441X","N","Nurse Practitioners","4535"
"9446E","M","Medical Practitioners","4535"
"9446E","N","Nurse Practitioners","4535"
"9448G","M","Medical Practitioners","4535"
"9448G","N","Nurse Practitioners","4535"
"9449H","M","Medical Practitioners","4535"
"9449H","N","Nurse Practitioners","4535"
"9450J","M","Medical Practitioners","4535"
"9450J","N","Nurse Practitioners","4535"
"9451K","M","Medical Practitioners","4535"
"9451K","N","Nurse Practitioners","4535"
"9452L","M","Medical Practitioners","4535"
"9452L","N","Nurse Practitioners","4535"
"9454N","M","Medical Practitioners","4535"
"9454N","N","Nurse Practitioners","4535"
"9455P","M","Medical Practitioners","4535"
"9456Q","M","Medical Practitioners","4535"
"9457R","M","Medical Practitioners","4535"
"9458T","M","Medical Practitioners","4535"
"9459W","M","Medical Practitioners","4535"
"9460X","M","Medical Practitioners","4535"
"9461Y","M","Medical Practitioners","4535"
"9462B","M","Medical Practitioners","4535"
"9464D","M","Medical Practitioners","4535"
"9464D","N","Nurse Practitioners","4535"
